English name,Score,Genres,Type,Producers,Studios,Rank,Popularity,Favorites,Scored By,Members,Weighted_Score,Premiered Season,Premiered Year
Sakugan,6.51,"Adventure, Comedy, Sci-Fi",TV,"VAP, Sotsu, Mainichi Broadcasting System, Bandai, Asmik Ace, Tohokushinsha Film Corporation, Sammy, DeNA, Nippon Cultural Broadcasting, Bandai Namco Arts, Bandai Spirits, NetEase, Fosun Entertainment Japan",Satelight,6344.0,1972,273,30030.0,97398,54.20255606092516,fall,2021
THE IDOLM@STER SideM Wakeatte Mini!,6.24,"Comedy, Slice of Life",TV,"Lantis, Bandai Namco Entertainment",Zero-G,7701.0,8898,7,1141.0,3649,22.302592771086456,fall,2018
Amazing Stranger,5.97,"Comedy, Romance, Sci-Fi",TV,"AT-X, Seven, Futabasha, A-Craft, AQUA ARIS",Studio A-CAT,8955.0,4881,27,7489.0,17094,39.99486745446899,spring,2019
I'm glad I could keep running.,6.38,"Drama, Slice of Life",TV,"DAX Production, Twin Planet",Signal.MD,6983.0,5585,12,4420.0,12113,35.5567122382034,fall,2018
Magia Record: Puella Magi Madoka Magica Side Story,6.8,"Drama, Suspense",TV,"Aniplex, Houbunsha, f4samurai",Shaft,4853.0,1410,799,53185.0,152739,60.12663106559942,winter,2020
Pingu in the City,6.41,"Comedy, Slice of Life",TV,"NHK, NHK Enterprises, Mattel Creations",Polygon Pictures,6840.0,6046,114,4994.0,10012,36.77766316866585,fall,2018
Operation Han-Gyaku-Sei Million Arthur 2nd Season,6.3,"Action, Adventure, Fantasy",TV,"Square Enix, Sotsu, Genco, Lantis, Magic Capsule, Fields, bilibili, Bandai Namco Arts, Happinet",J.C.Staff,7387.0,4730,19,4190.0,18587,34.92059383866286,spring,2019
After School Dice Club,6.7,Comedy,TV,"Genco, MediaNet, Nippon Columbia, Ai Addiction, Shogakukan, ABC Animation, Happinet, HOBBY BASE Yellow Submarine",LIDENFILMS,5355.0,2962,81,19947.0,48004,50.539757696417226,fall,2019
The Magnificent Kotobuki,6.84,"Action, Adventure",TV,"Digital Frontier, Bandai Namco Arts","WAO World, GEMBA",4668.0,3661,87,10362.0,32314,44.4318788146389,winter,2019
A Destructive God Sits Next to Me,6.65,Comedy,TV,"Toei Video, AT-X, Being, Crunchyroll, Yomiuri TV Enterprise, Kadokawa, JY Animation, MAGNET, Video Market",EMT Squared,5575.0,2707,259,19969.0,57280,50.47823744075239,winter,2020
Azur Lane the Animation,6.28,"Action, Sci-Fi",TV,"Frontier Works, Sotsu, Nitroplus, TOHO animation, i0+, Yostar Pictures, Stray Cats",Bibury Animation Studios,7502.0,1343,960,58398.0,162902,60.26099616266334,fall,2019
Stand My Heroes: Piece of Truth,5.76,"Mystery, Romance",TV,"Yomiuri Telecasting, Shochiku, Tokyo MX, BS11, JR East Marketing & Communications, Marui Group, Rakuten",M.S.C,9854.0,4090,87,6800.0,25807,38.720618494294186,fall,2019
Outburst Dreamer Boys,6.76,Comedy,TV,"Lantis, Bandai Namco Live Creative, Ai Addiction, Kadokawa Media House, NTT Plala, Kadokawa, Bandai Namco Arts",Studio Deen,5048.0,3043,163,16317.0,45775,48.69121249127156,fall,2019
My Hero Academia Season 4,7.91,Action,TV,"Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Bones,707.0,54,8217,1020099.0,1632615,90.0289711438344,fall,2019
Shikizakura,5.82,"Action, Drama, Sci-Fi",TV,Chukyo TV Broadcasting,Sublimation,9618.0,4955,50,3116.0,16500,31.305608776024098,fall,2021
Isekai Quartet,7.39,"Comedy, Fantasy",TV,Kadokawa,Studio PuYUKAI,2133.0,580,1007,208214.0,371676,74.07099450979233,spring,2019
Laid-Back Camp Season 2,8.53,Slice of Life,TV,"Half H.P Studio, MAGES., DeNA",C-Station,112.0,1088,2909,85887.0,206367,66.92474743219225,winter,2021
Room Camp,7.32,Slice of Life,TV,"Sotsu, AT-X, KlockWorx, Houbunsha, MAGES., BS11, DeNA, FuRyu",C-Station,2423.0,2033,127,41468.0,92437,58.439758331122334,winter,2020
A Certain Scientific Accelerator,7.21,"Action, Fantasy, Sci-Fi",TV,"Square Enix, Movic, AT-X, Warner Bros. Japan, NBCUniversal Entertainment Japan, Kadokawa",J.C.Staff,2974.0,1003,888,93141.0,224403,66.08655722102598,summer,2019
A Certain Scientific Railgun T,8.17,"Action, Fantasy, Sci-Fi",TV,"Square Enix, Movic, AT-X, Warner Bros. Japan, NBCUniversal Entertainment Japan, Kadokawa",J.C.Staff,378.0,1028,3220,87124.0,219430,66.64720221673386,winter,2020
ORESUKI Are you the only one who loves me?,7.32,"Comedy, Romance",TV,"Aniplex, Movic, Barnum Studio, Tokyo MX, Q-Tec, Docomo Anime Store, BS11, Straight Edge, Kadokawa",Connect,2437.0,479,2204,232554.0,435521,75.04400944439836,fall,2019
Attack on Titan Season 3 Part 2,9.05,"Action, Drama",TV,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise",Wit Studio,6.0,24,55245,1471825.0,2104016,94.85598199303539,spring,2019
Chidori RSC,6.18,"Comedy, Sports",TV,"Hakuhodo DY Music & Pictures, Bandai Namco Arts",Studio 3Hz,7986.0,3427,37,10974.0,37149,44.00733200875023,fall,2019
The Price of Smiles,6.03,"Action, Drama, Fantasy, Sci-Fi",TV,"VAP, WOWOW, Yomiuri Telecasting, MediaNet, Asmik Ace, Nippon Television Network, Tokyo MX, Dynamo Pictures, Rakuten, Happinet",Tatsunoko Production,8687.0,3444,43,13116.0,36890,45.48777850967786,winter,2019
My Next Life as a Villainess: All Routes Lead to Doom!,7.47,"Comedy, Fantasy, Romance",TV,"Mainichi Broadcasting System, Asmik Ace, King Records, Ichijinsha, Nichion",SILVER LINK.,1817.0,508,2819,226951.0,420513,75.00449077925079,spring,2020
Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,5.55,"Adventure, Comedy, Fantasy, Ecchi",TV,"Aniplex, Toranoana, Tokyo MX, Q-Tec, BS11, Contents Seed, Kadokawa, KLab",J.C.Staff,10627.0,826,461,119584.0,271866,65.97324498189214,summer,2019
Magical Sempai,6.41,"Comedy, Ecchi",TV,"Nihon Ad Systems, Kodansha, KlockWorx, flying DOG, Avex Pictures, Q-Tec, Docomo Anime Store, GYAO!, BS NTV, Marui Group",LIDENFILMS,6798.0,842,456,123652.0,265320,67.68272062011611,summer,2019
Wasteful Days of High School Girls,7.71,Comedy,TV,"AT-X, Kadokawa Media House, Kadokawa",Passione,1115.0,1766,662,45384.0,114441,59.808633391260045,summer,2019
Darwin's Game,7.23,"Action, Mystery, Sci-Fi",TV,"Aniplex, AT-X, Tokyo MX, Akita Shoten, BS11, Kanetsu Investment, CA-Cygames Anime Fund, Hochi Shimbun, ADK",Nexus,2865.0,387,2455,284587.0,525368,76.86935428692274,winter,2020
Cautious Hero: The Hero Is Overpowered but Overly Cautious,7.49,"Action, Adventure, Comedy, Fantasy",TV,"AT-X, Kadokawa Media House, Kadokawa, Legs",White Fox,1760.0,341,2101,338603.0,582492,78.88319774720472,fall,2019
Fire Force,7.71,"Action, Supernatural",TV,"Mainichi Broadcasting System, Kodansha, bilibili, DMM pictures, DMM Music",David Production,1110.0,98,8931,675181.0,1251581,85.80824151313801,summer,2019
Katana Maidens: Mini Toji,6.12,"Action, Comedy, Fantasy",TV,"Square Enix, Genco, Mainichi Broadcasting System, AT-X, Studio Gokumi, Glovision, Crunchyroll, Kadokawa, My Theater D.D.",Project No.9,8279.0,7341,5,2405.0,6192,29.295553828967062,winter,2019
Fruits Basket 1st Season,8.22,"Drama, Romance, Supernatural",TV,"TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music, 8PAN",TMS Entertainment,318.0,229,15081,366401.0,772961,80.5386307067923,spring,2019
Dr. Stone,8.29,"Adventure, Comedy, Sci-Fi",TV,"TOHO animation, Shueisha, 8PAN",TMS Entertainment,255.0,55,27001,986159.0,1630125,90.1549797288811,summer,2019
RobiHachi,6.53,"Adventure, Comedy, Sci-Fi",TV,"Sotsu, Pony Canyon, Cygames",Studio Comet,6217.0,3629,86,10748.0,32790,44.337443556803144,spring,2019
Ace of Diamond Act II,8.26,Sports,TV,"TV Tokyo, Sotsu, Pony Canyon, Kodansha, AT-X, DAX Production",Madhouse,282.0,2142,941,42052.0,84897,59.737888023284285,spring,2019
O Maidens in Your Savage Season,7.34,"Comedy, Drama, Romance",TV,"Mainichi Broadcasting System, Kodansha, DMM pictures",Lay-duce,2312.0,683,1521,145454.0,321086,70.55122836455324,summer,2019
The Helpful Fox Senko-san,7.33,"Slice of Life, Supernatural",TV,"Docomo Anime Store, Kadokawa",Doga Kobo,2377.0,648,2156,168297.0,336681,71.9428492172486,spring,2019
Ao-chan Can't Study!,6.72,"Comedy, Romance, Ecchi",TV,"Mainichi Broadcasting System, Kodansha, DMM pictures",SILVER LINK.,5232.0,852,575,129319.0,262515,68.5690762569098,spring,2019
Senryu Girl,7.38,"Comedy, Slice of Life",TV,"Mainichi Broadcasting System, Kodansha, DMM pictures",Connect,2163.0,1230,463,77187.0,179905,64.50164485367509,spring,2019
"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",7.54,"Action, Adventure, Comedy, Fantasy",TV,"AT-X, MAGES., Docomo Anime Store, Sammy, ABC Animation, Kadokawa Media House, Kadokawa, D-techno",SILVER LINK.,1601.0,410,3562,278559.0,498702,77.06748476860193,winter,2020
The 8th son? Are you kidding me?,6.26,"Action, Fantasy",TV,"Satelight, Frontier Works, flying DOG, Kadokawa Media House, Exa International, Kadokawa, GREE, arma bianca","SynergySP, Shin-Ei Animation",7585.0,1017,462,120337.0,221117,67.19298943204087,spring,2020
Shironeko Project ZERO CHRONICLE,5.37,"Action, Adventure, Fantasy",TV,"NBCUniversal Entertainment Japan, COLOPL, Kadokawa, GREE",Project No.9,11171.0,2052,200,39285.0,91331,54.935736147928274,spring,2020
Virtual-san Looking,5.29,Comedy,TV,Dwango,Lide,11374.0,6462,17,2457.0,8478,28.098107949379255,winter,2019
Haikyu!! To the Top,8.36,Sports,TV,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Production I.G,201.0,180,5045,538442.0,876743,84.4083983407934,winter,2020
Kono Oto Tomare!: Sounds of Life Season 2,8.42,"Drama, Romance",TV,"WOWOW, Movic, KlockWorx, Memory-Tech, King Records, Shueisha, Pony Canyon Enterprise",Platinum Vision,160.0,1333,1643,86983.0,164001,66.92186499555747,fall,2019
Infinite Dendrogram,6.19,"Action, Fantasy",TV,"AT-X, Nippon Columbia, KlockWorx, Hobby Japan, Studio Mausu, Hakuhodo DY Music & Pictures, BS11, Anima&Co.",NAZ,7958.0,1306,268,76031.0,168325,62.66298228320695,winter,2020
Kochoki,6.52,"Action, Drama",TV,"WOWOW, Genco, MediaNet, AT-X, Tokuma Shoten, flying DOG, BS Fuji, 81 Produce, Tokyo MX, Docomo Anime Store, Happinet",Studio Deen,6226.0,3945,53,8641.0,27734,42.221410463194346,summer,2019
Nekopara,6.73,"Comedy, Slice of Life",TV,"Movic, AT-X, KlockWorx, Good Smile Company, Avex Pictures, Avex Technologies",Felix Film,5161.0,1317,803,62297.0,165945,61.54985880899398,winter,2020
Lord El-Melloi II's Case Files: Rail Zeppelin Grace Note,7.38,"Fantasy, Mystery, Supernatural",TV,"Aniplex, Notes",TROYCA,2152.0,1462,409,60327.0,145466,62.12829123102159,summer,2019
"Science Fell in Love, So I Tried to Prove It",7.36,"Comedy, Romance",TV,"Flex Comix, Hokkaido Cultural Broadcasting, BS11, Yomiuri TV Enterprise, Kanetsu Investment, Toyo Recording, ibis Capital Partners, Y&N Brothers, SUPA LOVE",Zero-G,2227.0,665,1112,138250.0,328635,70.08825873137484,winter,2020
Teasing Master Takagi-san 2,8.06,Comedy,TV,"Dentsu, TMS Entertainment, Asmik Ace, TOHO animation, Shogakukan, Sumitomo",Shin-Ei Animation,515.0,704,2303,172073.0,315942,73.07079266188214,summer,2019
In/Spectre,6.91,"Mystery, Romance, Supernatural",TV,"Nihon Ad Systems, Kodansha, KlockWorx, Docomo Anime Store, King Records, Crunchyroll, GYAO!, BS NTV, Marui Group",Brain's Base,4335.0,468,1279,194991.0,443681,72.79239229960636,winter,2020
How Heavy Are the Dumbbells You Lift?,7.26,"Comedy, Ecchi",TV,"AT-X, Shogakukan, Kadokawa Media House, RAY, NTT Plala, Kadokawa",Doga Kobo,2717.0,574,1268,173675.0,374807,72.15336155089224,summer,2019
Kemono Michi: Rise Up,6.61,"Comedy, Fantasy",TV,"AT-X, Nippon Columbia, Sammy, Kadokawa Media House, Kadokawa, CA-Cygames Anime Fund",ENGI,5803.0,1161,247,92189.0,190603,65.1509051542263,fall,2019
Dropkick on My Devil!! Dash,7.46,"Comedy, Supernatural",TV,"BookLive, ibis Capital Partners, Global Solutions",Nomad,1846.0,3078,107,18377.0,44925,50.785025849940006,spring,2020
Fairy Gone,5.79,"Action, Fantasy",TV,"Mainichi Broadcasting System, Movic, AT-X, TOHO animation, Medicos Entertainment, BS11, Sanyo",P.A. Works,9722.0,1345,207,52290.0,162680,58.4147688605352,spring,2019
The Demon Girl Next Door,7.65,"Comedy, Fantasy",TV,"Pony Canyon, TBS, Houbunsha, Medicos Entertainment, RAY",J.C.Staff,1257.0,1394,1121,59676.0,155627,62.3698353366863,summer,2019
A3! Season Spring & Summer,7.13,Drama,TV,"Pony Canyon, Liber Entertainment","P.A. Works, Studio 3Hz",3382.0,3594,260,10416.0,33392,44.88180508013882,winter,2020
Welcome to Demon School! Iruma-kun,7.75,"Comedy, Fantasy",TV,"NHK, NHK Enterprises",Bandai Namco Pictures,1015.0,457,3952,238819.0,450731,75.84972361674436,fall,2019
Astra Lost in Space,8.08,"Adventure, Award Winning, Mystery, Sci-Fi",TV,"AT-X, Docomo Anime Store, Shueisha, Kadokawa Media House, Kadokawa",Lerche,494.0,774,3049,139273.0,288362,71.05805384335306,summer,2019
To the Abandoned Sacred Beasts,6.4,"Action, Drama, Fantasy",TV,"Kodansha, NBCUniversal Entertainment Japan, Tokyo MX, BS11, JR East Marketing & Communications, Cygames, A-Sketch",MAPPA,6850.0,1616,212,52065.0,128304,59.33784768029291,summer,2019
Miss Kobayashi's Dragon Maid S,8.3,"Fantasy, Slice of Life",TV,"Lantis, ABC Animation, Heart Company",Kyoto Animation,244.0,392,5760,252626.0,520134,77.05124433731721,summer,2021
Beyblade Burst Rise,6.18,"Action, Adventure, Sci-Fi, Sports",TV,"TV Tokyo, d-rights, ADK Emotions",OLM,7967.0,6296,41,4373.0,9072,35.14705886917175,spring,2019
"If It's for My Daughter, I'd Even Defeat a Demon Lord",7.1,"Fantasy, Slice of Life",TV,"Genco, Asmik Ace, Hobby Japan, ZERO-A, BS11, Muse Communication",Maho Film,3515.0,1095,717,99939.0,204520,66.61690089354876,summer,2019
"Hensuki: Are you willing to Fall in Love with a Pervert, as long as she's a Cutie?",6.5,"Comedy, Romance, Ecchi",TV,"AT-X, Bandai Namco Live Creative, GYAO!, Kadokawa, INCS toenter, Bandai Namco Arts",Geek Toys,6398.0,720,894,150487.0,307747,69.70840150562353,summer,2019
RADIANT Season 2,7.58,"Action, Adventure, Fantasy",TV,NHK Enterprises,Lerche,1447.0,1884,242,42177.0,104270,58.93913563793898,fall,2019
Asteroid in Love,6.88,Slice of Life,TV,"AT-X, flying DOG, Houbunsha, Kadokawa Media House, RAY, Kadokawa, GRANTdesign",Doga Kobo,4459.0,2150,301,32097.0,84200,55.37593267701923,winter,2020
Are You Lost?,6.6,"Adventure, Comedy",TV,"Nihon Ad Systems, Kodansha, KlockWorx, flying DOG, Avex Pictures, Docomo Anime Store, GYAO!, BS NTV, Marui Group",Ezόla,5842.0,1412,231,72590.0,152274,62.83459647280989,summer,2019
Gleipnir,6.99,"Action, Mystery, Supernatural, Ecchi",TV,"Kodansha, bilibili, Good Smile Film",PINE JAM,4036.0,446,1874,215467.0,464215,73.86485387291367,spring,2020
Ascendance of a Bookworm,8.0,Fantasy,TV,"WOWOW, Genco, MediaNet, KlockWorx, flying DOG, BS Fuji, Yomiuri TV Enterprise, ABC Animation, Happinet, Tokyo Animator Gakuin, TO Books, JTB Next Creation",Ajia-do,592.0,801,2581,146468.0,281948,71.44730928615121,fall,2019
Psycho-Pass 3,7.45,"Action, Sci-Fi, Suspense",TV,"Dentsu, Fuji TV, Nitroplus, Sony Music Entertainment, TOHO animation, MAGNET",Production I.G,1869.0,870,500,80642.0,257262,65.01424578372816,fall,2019
Phantasy Star Online 2: Episode Oracle,6.52,"Action, Sci-Fi",TV,"Frontier Works, Pony Canyon, Sega, Tokyo MX, Sammy, Studio Kai, ADK Emotions, Sega Games",Gonzo,6242.0,4177,38,6306.0,24547,39.18782088175915,fall,2019
CHOYOYU!: High School Prodigies Have It Easy Even in Another World!,6.36,Fantasy,TV,"Sotsu, MediaNet, Pony Canyon, AT-X, KlockWorx, BS Fuji, Tokyo MX, Bit Promotion, Happinet, Dream Shift, SB Creative",Project No.9,7063.0,882,511,131060.0,253427,68.16762770097921,fall,2019
Drifting Dragons,6.96,"Adventure, Fantasy",TV,"Kodansha, Fuji TV, Bandai, Nexon, BS Fuji, TOHO animation, Hakuhodo DY Media Partners, Fuji Creative, Bandai Spirits",Polygon Pictures,4139.0,3128,103,14849.0,43741,48.064119573572356,winter,2020
Toilet-Bound Hanako-kun,7.84,Supernatural,TV,"Square Enix, Studio Hibari, Pony Canyon, TBS, Half H.P Studio, Contents Seed",Lerche,848.0,361,11418,271507.0,555251,77.19628471525517,winter,2020
Mushoku Tensei: Jobless Reincarnation,8.37,"Drama, Fantasy, Ecchi",TV,"Frontier Works, TOHO animation, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Kadokawa, GREE, Toho Music",Studio Bind,196.0,110,28815,706690.0,1158166,87.03846165163532,winter,2021
No Guns Life,6.86,"Action, Drama, Sci-Fi",TV,"Sony Pictures Entertainment, TBS, AT-X, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Good Smile Film",Madhouse,4595.0,1182,287,72172.0,185896,63.15106872964168,fall,2019
My Teen Romantic Comedy SNAFU Climax!,8.36,"Comedy, Romance",TV,"Marvelous, TBS, Movic, Delfi Sound, NBCUniversal Entertainment Japan",feel.,203.0,275,13589,372650.0,684732,80.86412421387533,summer,2020
That Time I Got Reincarnated as a Slime Season 2,8.39,"Action, Adventure, Comedy, Fantasy",TV,Kodansha,8bit,183.0,181,10380,499482.0,874549,83.71959244692924,winter,2021
Special 7: Special Crime Investigation Unit,6.07,"Action, Fantasy, Mystery",TV,"Frontier Works, Lantis, Sega, AT-X, Ai Addiction, Hakuhodo DY Music & Pictures, Yomiuri TV Enterprise, Kadokawa, Bandai Namco Arts, Toyo Recording, arma bianca",Anima&Co.,8493.0,3007,40,15651.0,46688,47.25309174166795,fall,2019
Somali and the Forest Spirit,7.82,"Adventure, Drama, Fantasy",TV,"Movic, Crunchyroll, North Stars Pictures, JY Animation, CA-Cygames Anime Fund, Mixer","Satelight, HORNETS",884.0,814,1595,112570.0,277218,68.69320302760593,winter,2020
Woodpecker Detective's Office,6.1,Mystery,TV,"Marvelous, Tohokushinsha Film Corporation, BS Fuji, Tokyo MX, Crunchyroll, Muse Communication, Happinet",LIDENFILMS,8337.0,4066,48,7494.0,26088,40.20874089048962,spring,2020
number24,6.72,Sports,TV,"Movic, Magic Capsule, Tokyo MX, Mime Corporation, it's",PRA,5240.0,2670,252,18688.0,58578,49.94060902247821,winter,2020
Cells at Work!!,7.35,Comedy,TV,"Aniplex, Kodansha, Magic Capsule",David Production,2272.0,867,576,88473.0,258172,65.77660524050178,winter,2021
Re:ZERO -Starting Life in Another World- Season 2,8.34,"Drama, Fantasy, Suspense",TV,"AT-X, Memory-Tech, Hakuhodo DY Music & Pictures, Kadokawa Media House, Kadokawa",White Fox,212.0,134,11355,601177.0,1042943,85.44666505463626,summer,2020
Africa Salaryman,6.55,Comedy,TV,"Pony Canyon, Movic, Bandai Namco Live Creative, Ai Addiction, Sammy, Kadokawa Media House, Kadokawa, pH Studio",HOTZIPANG,6089.0,4092,65,9048.0,25748,42.708841698567824,fall,2019
Mobile Suit Gundam: The Origin - Advent of the Red Comet,8.12,"Action, Sci-Fi",TV,Sunrise Music,Sunrise,437.0,4530,102,9083.0,20443,44.81516902015128,spring,2019
Sword Art Online: Alicization - War of Underworld,7.58,"Action, Adventure, Fantasy",TV,"Aniplex, Bandai Namco Entertainment, Egg Firm, Straight Edge, Kadokawa, Sonilude",A-1 Pictures,1421.0,250,3544,426264.0,716174,81.21537356715301,fall,2019
Dropout Idol Fruit Tart,6.78,Slice of Life,TV,"Studio Mausu, Kadokawa",feel.,4944.0,3406,87,10980.0,37553,44.904899926290994,fall,2020
The Promised Neverland Season 2,5.3,"Fantasy, Sci-Fi, Suspense",TV,"Aniplex, Shueisha",CloverWorks,11346.0,176,4510,446031.0,882306,78.20618194040271,winter,2021
Bakugan: Battle Planet,5.48,"Action, Fantasy",TV,Nelvana,TMS Entertainment,10834.0,7025,17,2917.0,6894,30.09045773473807,spring,2019
The Seven Deadly Sins: Imperial Wrath of the Gods,6.46,"Action, Adventure, Fantasy",TV,"TV Tokyo, VAP, Dentsu, Kodansha, Movic, Sammy",Studio Deen,6558.0,267,1354,394885.0,691441,78.93931032535708,fall,2019
"Sing ""Yesterday"" for Me",6.88,"Drama, Romance",TV,"TV Asahi, Sotsu, Delfi Sound, Lucent Pictures Entertainment, CyberAgent, AbemaTV, DMM.futureworks",Doga Kobo,4487.0,750,1256,137010.0,296241,69.35202622671738,spring,2020
Diary of Our Days at the Breakwater,7.42,"Gourmet, Slice of Life",TV,"AT-X, flying DOG, Akita Shoten, BS11, RAY, Kadokawa, Legs",Doga Kobo,2019.0,2633,270,24915.0,60430,53.66435731631783,spring,2020
The Quintessential Quintuplets 2,8.08,"Comedy, Romance",TV,"Pony Canyon, Kodansha, DAX Production, BS11, Nichion, GYAO!, Good Smile Film, MAGNET",Bibury Animation Studios,488.0,285,11271,398456.0,665156,81.18086764393315,winter,2021
Adachi and Shimamura,7.1,"Girls Love, Romance",TV,"Pony Canyon, Kadokawa",Tezuka Productions,3525.0,1226,1444,70431.0,180240,63.24706833914285,fall,2020
Keep Your Hands Off Eizouken!,8.13,"Adventure, Award Winning, Comedy",TV,"Warner Bros. Japan, Warner Music Japan, Shogakukan, NHK Enterprises",Science SARU,426.0,695,3893,131074.0,319207,70.53316461094629,winter,2020
Non Non Biyori Nonstop,8.38,Slice of Life,TV,"TV Tokyo, Lantis, AT-X, Kadokawa, Bandai Namco Arts, Bit grooove promotion, Sony Music Solutions",SILVER LINK.,185.0,1743,908,43035.0,116200,60.099306978107016,winter,2021
Fairy gone Season 1 Part 2,6.35,"Action, Fantasy",TV,"Mainichi Broadcasting System, Movic, AT-X, TOHO animation, Medicos Entertainment, BS11, Sanyo",P.A. Works,7126.0,3019,46,16448.0,46511,48.16568475426528,fall,2019
Theatre of Darkness: Yamishibai 7,6.0,"Avant Garde, Horror, Supernatural",TV,"TV Tokyo, Toho Interactive Animation","ILCA, DRAWIZ",8854.0,4630,14,8546.0,19479,41.31455892581261,summer,2019
Rusted Armors,3.79,Action,TV,Spectrum,Kigumi,12637.0,7478,21,1822.0,5897,22.008102629158763,winter,2022
