English name,Score,Genres,Type,Aired,Producers,Studios,Rank,Popularity,Favorites,Scored By,Members,Weighted_Score,Aired_Year,Start Month,Season
UNKNOWN,6.62,"Adventure, Comedy",TV,"Oct 6, 1998 to Sep 28, 1999","TV Tokyo, Dentsu, Genco",Madhouse,5760.0,8624,4,1402.0,4053,27.942257618050142,1998,Oct,Fall
The Night of Taneyamagahara,5.46,"Fantasy, Slice of Life",Movie,"Jul 7, 2006",UNKNOWN,Studio Ghibli,10910.0,7707,3,1585.0,5482,27.296264100069344,2006,Jul,Summer
UNKNOWN,6.23,"Action, Adventure, Sci-Fi",TV,"Oct 6, 1984 to Mar 30, 1985","Tatsunoko Production, MK Pictures, Harmony Gold",Madhouse,7722.0,10960,5,341.0,1813,14.329375965611433,1984,Oct,Fall
UNKNOWN,6.12,"Action, Adventure, Sci-Fi",Movie,"Jul 7, 1984","Harmony Gold, Streamline Pictures",Madhouse,8285.0,9129,9,1395.0,3356,27.17090441943379,1984,Jul,Summer
I'll Make a Habit of It,6.58,"Comedy, Romance, Slice of Life",TV,"Apr 5, 1994 to Jan 3, 1995",UNKNOWN,Studio Kikan,5945.0,10346,2,381.0,2221,15.857722606005886,1994,Apr,Spring
Hero Tales,6.82,"Action, Fantasy",TV,"Oct 8, 2007 to Mar 31, 2008","Square Enix, Genco, Tohokushinsha Film Corporation",Studio Flag,4786.0,4012,36,10052.0,26710,46.40708914480958,2007,Oct,Fall
UNKNOWN,5.78,"Action, Horror, Sci-Fi, Suspense",OVA,"May 24, 1994 to Jul 21, 1994",Bandai Visual,Artmic,9757.0,3488,140,11129.0,35909,45.819107095691535,1994,May,Summer
UNKNOWN,3.07,"Action, Adventure, Fantasy",OVA,"Sep 5, 2001",Idea Factory,UNKNOWN,12682.0,9366,5,1330.0,3119,20.360697109055078,2001,Sep,Fall
UNKNOWN,3.32,"Action, Adventure, Fantasy, Romance",OVA,"May 22, 2002",Idea Factory,UNKNOWN,12669.0,11019,1,767.0,1770,16.00188543741121,2002,May,Summer
UNKNOWN,3.56,"Action, Adventure, Fantasy",OVA,"May 21, 2003 to Jun 25, 2003",Idea Factory,UNKNOWN,12654.0,11312,1,611.0,1580,14.547197407470888,2003,May,Summer
UNKNOWN,5.32,Drama,OVA,"Jan 21, 1999 to Apr 21, 1999",UNKNOWN,Artland,11294.0,10449,3,817.0,2149,20.937723725887604,1999,Jan,Winter
Ultimate Teacher,5.44,"Action, Adventure, Comedy, Supernatural",OVA,"Feb 6, 1988","animate Film, Movic, Sony Music Entertainment",J.C.Staff,10954.0,8581,10,1675.0,4115,27.772333722124987,1988,Feb,Spring
St. Luminous Mission High School,5.89,"Mystery, Supernatural",TV,"Oct 6, 1998 to Dec 30, 1998","Genco, Pioneer LDC",Triangle Staff,9317.0,9397,6,840.0,3089,22.133756948274257,1998,Oct,Fall
Fire Emblem,5.62,"Action, Adventure, Fantasy",OVA,"Jan 26, 1996 to Apr 26, 1996",KSS,Studio Fantasia,10392.0,5401,44,6206.0,13237,40.16668421890134,1996,Jan,Winter
Thumbelina: A Magical Story,6.7,"Adventure, Fantasy",TV,"Sep 30, 1992 to Mar 31, 1993",Enoki Films,Meruhensha,5321.0,10893,9,573.0,1861,19.791822755082194,1992,Sep,Fall
UNKNOWN,6.67,"Comedy, Romance, Ecchi",Special,"Jun 22, 2007",UNKNOWN,OLM,5497.0,6854,3,3411.0,7332,36.221624296437696,2007,Jun,Summer
UNKNOWN,5.32,"Action, Drama, Sci-Fi",OVA,"Aug 28, 1992 to Sep 25, 1992","Victor Entertainment, Hakusensha","Madhouse, Studio Fantasia",11294.0,10729,1,492.0,1965,16.25574061628415,1992,Aug,Fall
UNKNOWN,6.57,"Action, Fantasy",TV,"Apr 3, 2006 to Mar 26, 2007","TV Tokyo, Dentsu",Radix,5959.0,9023,13,901.0,3495,23.789766363825038,2006,Apr,Spring
Shakugan no Shana: Season II,7.56,"Action, Drama, Fantasy, Romance",TV,"Oct 5, 2007 to Mar 28, 2008","Geneon Universal Entertainment, ASCII Media Works",J.C.Staff,1520.0,736,994,169671.0,303010,73.45582689310008,2007,Oct,Fall
Battle B-Daman,6.29,"Adventure, Fantasy",TV,"Jan 5, 2004 to Dec 27, 2004","TV Tokyo, Yomiko Advertising, d-rights, Heewon Entertainment",Nippon Animation,7440.0,5389,29,7414.0,13272,42.849090036349864,2004,Jan,Winter
UNKNOWN,5.22,"Comedy, Ecchi",OVA,"Aug 21, 1992","Studio Signal, Dynamic Planning",UNKNOWN,11554.0,10317,2,967.0,2245,22.318761449376776,1992,Aug,Fall
Grrl Power!,6.16,"Action, Award Winning, Comedy",OVA,"Jun 10, 2004",UNKNOWN,CoMix Wave Films,8054.0,10640,3,959.0,2024,23.77082735707764,2004,Jun,Summer
UNKNOWN,3.21,"Action, Fantasy, Sci-Fi",OVA,"Oct 25, 1996",Sega,"Production I.G, General Entertainment",12676.0,9307,4,1654.0,3170,22.785263484672534,1996,Oct,Fall
UNKNOWN,6.62,"Adventure, Drama, Fantasy, Romance, Sci-Fi",Movie,"Mar 15, 1980",Toho,Tezuka Productions,5735.0,8581,8,1651.0,4110,29.451780735554074,1980,Mar,Spring
Dragonaut - The Resonance,6.6,"Action, Drama, Fantasy, Romance, Sci-Fi",TV,"Oct 4, 2007 to Mar 27, 2008","Nihon Ad Systems, Sotsu Music Publishing",Gonzo,5821.0,2324,109,32813.0,74706,57.029134756701154,2007,Oct,Fall
UNKNOWN,5.19,Comedy,OVA,"Jun 25, 2001","Sunrise, San-X",UNKNOWN,11594.0,9064,18,1936.0,3444,28.675057106700642,2001,Jun,Summer
Shootfighter Tekken,6.88,Action,OVA,"Jan 31, 2002 to Apr 26, 2002",UNKNOWN,AIC,4461.0,8412,15,1578.0,4373,29.389918219614472,2002,Jan,Winter
UNKNOWN,7.05,"Adventure, Romance",TV,"Mar 6, 1981 to Feb 26, 1982",TV Asahi,Toei Animation,3753.0,7382,28,2865.0,6097,35.12249544140464,1981,Mar,Spring
UNKNOWN,7.56,"Drama, Slice of Life",TV,"Oct 1, 1976 to Feb 2, 1979",UNKNOWN,Toei Animation,1489.0,3833,426,14037.0,29660,50.44194607152349,1976,Oct,Fall
Candy Candy: The Call of Spring,6.52,"Drama, Slice of Life",Movie,"Mar 18, 1978",UNKNOWN,Toei Animation,6268.0,10140,4,845.0,2370,23.126768777511217,1978,Mar,Spring
Candy Candy: Candy's Summer Vacation,6.69,"Drama, Slice of Life",Movie,"Jul 22, 1978",UNKNOWN,Toei Animation,5362.0,9740,3,932.0,2709,24.269214242383285,1978,Jul,Summer
UNKNOWN,7.15,"Action, Sci-Fi",TV,"Feb 8, 1992 to Jan 23, 1993",Nagoya Broadcasting Network,Sunrise,3311.0,8480,17,1109.0,4283,26.4886902119434,1992,Feb,Spring
UNKNOWN,6.79,"Adventure, Fantasy",TV,"Feb 3, 1992 to Jan 18, 1993","Big West, TV Setouchi",Ashi Productions,4907.0,9500,11,813.0,2976,23.14496717167631,1992,Feb,Spring
UNKNOWN,7.09,"Comedy, Fantasy, Slice of Life",TV,"Apr 2, 1985 to Feb 4, 1986","Tokyo Movie Shinsha, NHK",TMS Entertainment,3579.0,12058,5,449.0,1207,18.06282955262907,1985,Apr,Spring
Yadamon: Magical Dreamer,7.18,"Adventure, Comedy, Fantasy",TV,"Aug 24, 1992 to Jul 16, 1993",Avaco Creative Studios,Group TAC,3148.0,11144,10,507.0,1686,19.30083559159975,1992,Aug,Fall
Megaman X - The Day of Sigma,7.17,"Action, Sci-Fi",OVA,"Dec 15, 2005",UNKNOWN,Xebec,3190.0,5688,57,6233.0,11585,42.45600549654048,2005,Dec,Winter
Temple the Balloonist,6.11,"Adventure, Comedy",TV,"Oct 1, 1977 to Mar 25, 1978",Harmony Gold,Tatsunoko Production,8312.0,14091,0,179.0,630,8.2022404582771,1977,Oct,Fall
The Secret Garden,7.07,Drama,TV,"Apr 19, 1991 to Mar 27, 1992","NHK, Aubec",Gakken,3651.0,7548,23,2542.0,5740,34.044104186657854,1991,Apr,Spring
Flying Phantom Ship,6.57,"Adventure, Drama, Sci-Fi",Movie,"Jul 20, 1969",UNKNOWN,Toei Animation,5990.0,7694,17,2851.0,5497,34.42613411406249,1969,Jul,Summer
UNKNOWN,7.35,"Adventure, Comedy, Drama, Fantasy",TV,"Apr 3, 1989 to Mar 29, 1990",TV Tokyo,Telescreen,2263.0,7500,56,3046.0,5844,36.072993824659456,1989,Apr,Spring
Wowser,6.61,Comedy,TV,"Apr 5, 1988 to Mar 27, 1989",TV Tokyo,Telescreen,5796.0,12362,2,468.0,1088,17.798286681600114,1988,Apr,Spring
Ox Tales,6.98,Comedy,TV,"Apr 7, 1987 to Mar 29, 1988","TV Tokyo, Saban Entertainment",Telescreen,4062.0,11073,10,849.0,1725,23.799821185800898,1987,Apr,Spring
Daimos,7.23,"Adventure, Drama, Romance, Sci-Fi",TV,"Apr 1, 1978 to Jan 27, 1979",Studio Nue,"Sunrise, Toei Animation",2906.0,7583,29,2839.0,5676,35.27111735952209,1978,Apr,Spring
The Story of Cinderella,7.32,"Adventure, Fantasy, Romance",TV,"Apr 4, 1996 to Oct 3, 1996",UNKNOWN,Tatsunoko Production,2411.0,6688,53,3434.0,7829,37.14236716659877,1996,Apr,Spring
Mado King Granzort,7.28,"Action, Comedy, Fantasy, Sci-Fi",TV,"Apr 7, 1989 to Mar 2, 1990",Atelier Musa,Sunrise,2629.0,9949,15,791.0,2525,23.535026998101895,1989,Apr,Spring
Dragon Warrior,6.93,"Action, Adventure, Fantasy",TV,"Dec 2, 1989 to Apr 5, 1991",Nihon Ad Systems,"Pierrot, Studio Comet",4256.0,7275,22,1574.0,6323,29.43334502910184,1989,Dec,Winter
Time Quest,7.42,"Action, Adventure, Comedy",TV,"Oct 19, 1989 to Aug 26, 1990",Fuji TV,Ashi Productions,1997.0,10188,17,946.0,2333,25.36310878663615,1989,Oct,Fall
UNKNOWN,5.76,Comedy,TV,"Apr 4, 1997 to Mar 27, 1998",UNKNOWN,Telescreen,9824.0,13189,2,266.0,842,11.31298083888747,1997,Apr,Spring
Barbapapa,6.22,"Comedy, Fantasy",TV,"Oct 13, 1974 to Sep 28, 1975",KSS,Topcraft,7782.0,9668,7,1312.0,2799,26.754164005192475,1974,Oct,Fall
Barbapapa Around the World,5.92,"Adventure, Comedy",TV,"Jul 5, 1999 to Oct 8, 1999",Kodansha,Pierrot,9212.0,11900,3,467.0,1274,16.760807847615233,1999,Jul,Summer
Arabian Nights: Sinbad's Adventures,7.2,"Adventure, Fantasy, Romance",TV,"Oct 1, 1975 to Sep 29, 1976",Studio Jack,Nippon Animation,3008.0,6975,28,3542.0,7012,37.275675916959,1975,Oct,Fall
The Wonderful Wizard of Oz,6.65,"Adventure, Fantasy",TV,"Oct 6, 1986 to Sep 28, 1987","TV Tokyo, Meruhensha",Panmedia,5607.0,9934,11,945.0,2533,24.341740726359003,1986,Oct,Fall
UNKNOWN,6.22,Comedy,TV,"Oct 15, 1974 to Sep 30, 1975",UNKNOWN,Toei Animation,7784.0,8614,4,2016.0,4064,30.7205768054639,1974,Oct,Fall
Nobody's Boy Remi,7.84,"Adventure, Drama, Slice of Life",TV,"Oct 2, 1977 to Oct 1, 1978",ImaginAsian Entertainment,"Madhouse, TMS Entertainment",848.0,5150,265,4703.0,14857,40.68002840011623,1977,Oct,Fall
Sans Famille,7.89,"Adventure, Drama, Slice of Life",TV,"Sep 1, 1996 to Mar 23, 1997",Fuji TV,Nippon Animation,749.0,4593,115,8463.0,19894,46.163936232690446,1996,Sep,Fall
UNKNOWN,5.81,"Adventure, Drama, Slice of Life",Movie,"Mar 17, 1970",UNKNOWN,Toei Animation,9644.0,12559,1,290.0,1022,12.18997075010743,1970,Mar,Spring
UNKNOWN,6.53,"Adventure, Slice of Life",Movie,"Mar 15, 1980",Tokyo Movie Shinsha,TMS Entertainment,6197.0,11792,0,373.0,1328,15.591425748831506,1980,Mar,Spring
UNKNOWN,6.7,"Adventure, Comedy, Drama, Fantasy, Sci-Fi, Slice of Life, Supernatural",Special,"May 7, 2007 to Dec 10, 2007",UNKNOWN,"Gonzo, Gainax, Production I.G, Madhouse, Studio 4°C, Satelight, CoMix Wave Films",5338.0,4330,10,10614.0,22637,46.745532655113045,2007,May,Summer
UNKNOWN,5.73,"Adventure, Sci-Fi",Movie,"Mar 20, 1965",UNKNOWN,Toei Animation,9954.0,11328,1,614.0,1568,18.98602686365008,1965,Mar,Spring
UNKNOWN,7.33,Drama,TV,"Jan 8, 1993 to Dec 24, 1993",Asatsu DK,Japan Taps,2364.0,7920,14,1471.0,5142,29.326585221331325,1993,Jan,Winter
UNKNOWN,7.21,"Adventure, Boys Love, Comedy",TV,"Apr 8, 1982 to May 13, 1983",UNKNOWN,Toei Animation,2964.0,6695,107,1438.0,7813,28.964665275698366,1982,Apr,Spring
UNKNOWN,6.62,"Adventure, Comedy",TV,"Apr 3, 1974 to Sep 24, 1975",Mushi Production,Nippon Animation,5725.0,8976,7,1733.0,3547,29.899364557365246,1974,Apr,Spring
UNKNOWN,5.86,"Action, Comedy, Sci-Fi",OVA,"Jan 21, 1991 to Apr 21, 1991",animate Film,J.C.Staff,9452.0,11019,2,667.0,1767,19.957506555011516,1991,Jan,Winter
UNKNOWN,5.35,"Action, Comedy, Sci-Fi",OVA,"Jul 21, 1989 to Aug 21, 1989",animate Film,J.C.Staff,11236.0,10480,0,657.0,2124,18.9774423077646,1989,Jul,Summer
Welcome to Lodoss Island!,6.02,Comedy,Movie,"Apr 25, 1998",AIC,UNKNOWN,8725.0,10591,3,837.0,2053,22.30228507953537,1998,Apr,Spring
Pokémon Mystery Dungeon: Team Go-Getters Out of the Gate!,6.48,"Adventure, Fantasy",Special,"Sep 8, 2006",Nintendo of America,OLM,6489.0,5161,4,7515.0,14757,43.24884762203932,2006,Sep,Fall
Pokémon: The Rise Of Darkrai,7.29,"Action, Adventure, Comedy, Drama, Fantasy",Movie,"Jul 15, 2007",Studio Jack,OLM,2579.0,1810,123,69928.0,111134,64.93456021497704,2007,Jul,Summer
Summer Days with Coo,7.5,"Adventure, Award Winning, Fantasy",Movie,"Jul 28, 2007","Dentsu, TV Asahi, Shochiku, Sony Music Entertainment, Dentsu Tec, Imagine",Shin-Ei Animation,1711.0,4905,47,7312.0,16954,44.345872668851285,2007,Jul,Summer
UNKNOWN,6.05,"Action, Adventure, Comedy",Movie,"Jul 15, 1995",UNKNOWN,Pierrot,8631.0,11017,1,699.0,1770,20.68472545384721,1995,Jul,Summer
Winds of Change,5.13,Fantasy,Movie,"Oct 27, 1979",Sanrio,UNKNOWN,11713.0,12464,1,278.0,1051,10.651248280027547,1979,Oct,Fall
Silent Service,6.26,"Action, Drama",OVA,"Dec 18, 1995 to Jan 25, 1998",UNKNOWN,Sunrise,7576.0,10083,5,766.0,2412,21.844816816390967,1995,Dec,Winter
Superbook,6.11,"Adventure, Fantasy, Sci-Fi",TV,"Oct 9, 1981 to Mar 29, 1982",UNKNOWN,Tatsunoko Production,8302.0,10166,7,1002.0,2344,24.100557818214387,1981,Oct,Fall
Aachi and Ssipak,6.55,"Action, Comedy",Movie,"Jun 28, 2006",UNKNOWN,UNKNOWN,6089.0,6025,33,4742.0,10097,39.09621168988354,2006,Jun,Summer
Legend of the Mystical Ninja,6.31,Comedy,TV,"Oct 4, 1997 to Mar 28, 1998",Konami,Trans Arts,7363.0,11358,4,451.0,1550,17.027934971297178,1997,Oct,Fall
Bleach the Movie: The DiamondDust Rebellion,7.42,"Action, Adventure, Fantasy",Movie,"Dec 22, 2007",Shueisha,Pierrot,2006.0,937,516,143726.0,238986,71.7507219882261,2007,Dec,Winter
Ponyo,7.92,"Adventure, Award Winning, Fantasy",Movie,"Jul 19, 2008","Dentsu, d-rights, Toho",Studio Ghibli,689.0,374,3766,360594.0,542825,80.84724368164095,2008,Jul,Summer
UNKNOWN,6.88,Fantasy,OVA,"Jul 4, 2007",UNKNOWN,Studio Ghibli,4502.0,4374,37,7691.0,22051,44.015740873113224,2007,Jul,Summer
Bob in the Bottle,6.1,"Comedy, Fantasy",TV,"Oct 5, 1969 to Sep 27, 1970",UNKNOWN,Tatsunoko Production,8379.0,10533,1,889.0,2093,22.980659152301136,1969,Oct,Fall
The Whale Hunt,6.07,"Adventure, Award Winning",Movie,"Oct 1, 2001",UNKNOWN,Studio Ghibli,8494.0,8779,1,456.0,3818,16.77175334342862,2001,Oct,Fall
UNKNOWN,5.09,Comedy,Special,"Nov 1, 1992",UNKNOWN,Studio Ghibli,11806.0,9161,0,1611.0,3333,26.7985797662964,1992,Nov,Winter
Higurashi: When They Cry - Cat Killing Chapter,7.14,Mystery,Special,"Aug 2, 2007","Geneon Universal Entertainment, Frontier Works, Sotsu",Studio Deen,3334.0,2297,70,42311.0,76136,60.10297760958248,2007,Aug,Fall
Kameari Park Precinct,7.06,"Action, Comedy, Mystery",Movie,"Dec 23, 1999",UNKNOWN,Gallop,3692.0,10356,0,798.0,2215,23.33305551152727,1999,Dec,Winter
Charge!! Men's Private School,7.4,"Action, Comedy",TV,"Feb 25, 1988 to Nov 14, 1988",Lantis,Toei Animation,2098.0,5331,106,3395.0,13590,37.1372668704655,1988,Feb,Spring
Code Geass: Lelouch of the Rebellion R2,8.91,"Action, Award Winning, Drama, Sci-Fi",TV,"Apr 6, 2008 to Sep 28, 2008","Bandai Visual, Mainichi Broadcasting System, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners",Sunrise,20.0,47,74578,1145264.0,1699634,92.60668013221029,2008,Apr,Spring
UNKNOWN,6.61,Ecchi,Special,"Jun 24, 2007 to Nov 24, 2007",Genco,Arms,5807.0,4304,10,10626.0,22941,46.63108220507478,2007,Jun,Summer
UNKNOWN,5.8,"Action, Sci-Fi",OVA,"Jun 5, 1988",UNKNOWN,Tokyo Movie Shinsha,9685.0,12655,0,281.0,996,11.883118006379517,1988,Jun,Summer
UNKNOWN,7.14,"Comedy, Sci-Fi",TV,"Oct 2, 1999 to Jan 6, 2001","Public & Basic, Imagine",Studio Bogey,3321.0,6424,52,4081.0,8594,38.506429413040955,1999,Oct,Fall
Love Love 7 DVD Specials,5.78,"Comedy, Ecchi",Special,"Jul 22, 2005 to Jan 27, 2006",Studio Flag,UNKNOWN,9771.0,10054,0,870.0,2438,22.28368641586205,2005,Jul,Summer
UNKNOWN,6.47,"Drama, Romance",Special,"Apr 25, 2007 to Sep 21, 2007",UNKNOWN,TNK,6532.0,7686,9,1915.0,5511,30.60984962162041,2007,Apr,Spring
UNKNOWN,7.08,"Comedy, Slice of Life",TV,"Mar 7, 1981 to May 29, 1982",Asahi Broadcasting,TMS Entertainment,3632.0,9778,22,1365.0,2673,28.315599461343606,1981,Mar,Spring
"Bush Baby, Little Angel of the Great Plains",7.18,"Adventure, Drama",TV,"Jan 12, 1992 to Dec 20, 1992",Fuji TV,Nippon Animation,3165.0,9682,7,797.0,2777,23.477092575633282,1992,Jan,Winter
The Day the Earth Moved,6.39,Drama,Movie,"Jul 22, 1997","Magic Capsule, Kyodo Eiga, Orix, GoGo Visual Planning, Company AZA",Tama Production,6913.0,11139,1,558.0,1690,19.1095755473446,1997,Jul,Summer
UNKNOWN,7.08,"Action, Drama, Sports",Movie,"Mar 8, 1980",UNKNOWN,Mushi Production,3615.0,7494,5,1943.0,5863,31.575830359496678,1980,Mar,Spring
Tomorrow's Joe 2,8.71,"Drama, Sports",TV,"Oct 13, 1980 to Aug 31, 1981",Annapuru,Tokyo Movie Shinsha,50.0,2971,2436,18528.0,47761,54.312909900299395,1980,Oct,Fall
UNKNOWN,7.24,"Drama, Sports",Movie,"Jul 4, 1981",UNKNOWN,Tokyo Movie Shinsha,2838.0,8085,6,1602.0,4895,30.00024001123719,1981,Jul,Summer
Shugo Chara!,7.4,"Comedy, Fantasy",TV,"Oct 6, 2007 to Sep 27, 2008","TV Tokyo, Sotsu, Pony Canyon",Satelight,2101.0,1056,2906,103376.0,213234,68.68269292840978,2007,Oct,Fall
ef - a tale of memories.,7.89,"Drama, Mystery, Romance",TV,"Oct 7, 2007 to Dec 23, 2007",Rondo Robe,Shaft,745.0,895,2762,106167.0,250471,69.52078645465839,2007,Oct,Fall
Myself; Yourself,7.12,"Drama, Romance",TV,"Oct 3, 2007 to Dec 26, 2007","Marvelous, Pony Canyon, Happinet Pictures, 5pb.",Doga Kobo,3434.0,1205,775,94521.0,183373,67.49953865089678,2007,Oct,Fall
KimiKiss: Pure Rouge,7.28,"Drama, Romance",TV,"Oct 7, 2007 to Mar 23, 2008","Bandai Visual, Lantis",J.C.Staff,2625.0,2097,296,40455.0,88704,59.86806340693189,2007,Oct,Fall
UNKNOWN,6.67,"Adventure, Drama, Fantasy",OVA,"Jan 18, 2007","Bandai Visual, CyberConnect2",Bee Train,5479.0,4443,32,9108.0,21271,45.291039231393384,2007,Jan,Winter
UNKNOWN,7.26,"Adventure, Drama, Sci-Fi",TV,"Sep 13, 2007 to Dec 13, 2007",UNKNOWN,Studio Hibari,2738.0,8055,10,1748.0,4938,30.831076235448684,2007,Sep,Fall
UNKNOWN,7.05,"Mystery, Slice of Life, Supernatural",TV,"Oct 3, 2007 to Mar 16, 2008","Kodansha, Nagoya Broadcasting Network","Madhouse, Tezuka Productions",3764.0,5104,30,3225.0,15092,36.2154854871313,2007,Oct,Fall
Future Police Urashiman,7.17,"Action, Comedy, Sci-Fi",TV,"Jan 9, 1983 to Dec 24, 1983",Fuji TV,Tatsunoko Production,3197.0,9919,5,663.0,2552,21.764662120196487,1983,Jan,Winter
UNKNOWN,6.43,Comedy,TV,"Oct 2, 2001 to Sep 24, 2002",Sotsu,Radix,6715.0,9152,5,430.0,3335,16.761675951971696,2001,Oct,Fall
UNKNOWN,5.21,"Action, Sci-Fi",Movie,"Aug 15, 2003","Hanho Heung-Up, Big Film Entertainment","Toei Animation, OLM Digital",11560.0,11560,1,663.0,1446,18.816570073301964,2003,Aug,Fall
Sketchbook ~full color's~,7.38,"Comedy, Slice of Life",TV,"Oct 2, 2007 to Dec 25, 2007","Media Factory, Shochiku, AT-X, TV Tokyo Music, TYO, Mag Garden",Hal Film Maker,2163.0,3838,189,9225.0,29572,46.34300003783869,2007,Oct,Fall
UNKNOWN,7.15,"Comedy, Fantasy",Movie,"Jul 8, 2000",UNKNOWN,Toei Animation,3284.0,7960,5,2192.0,5081,32.780112024741584,2000,Jul,Summer
UNKNOWN,7.16,"Comedy, Fantasy",Movie,"Jul 14, 2001",UNKNOWN,Toei Animation,3256.0,8082,5,2018.0,4905,32.029304187719376,2001,Jul,Summer
Animal Crossing: The Movie,7.06,Slice of Life,Movie,"Dec 16, 2006","Studio Jack, Nippon Television Network",OLM,3727.0,4112,158,13082.0,25534,49.159416235503386,2006,Dec,Winter
Gintama: Jump Festa 2005 Special,8.08,"Action, Comedy, Sci-Fi",Special,"Sep 24, 2005","Audio Highs, Miracle Robo",Sunrise,490.0,2767,72,29314.0,54799,57.85619991897993,2005,Sep,Fall
UNKNOWN,7.91,"Action, Fantasy",OVA,"Apr 16, 2009",Square Enix,Square Enix Visual Works,710.0,1602,757,81254.0,129410,67.074548595301,2009,Apr,Spring
Keep it a Secret from Maria-sama,7.26,"Comedy, Girls Love",Special,"Dec 29, 2006 to Jul 25, 2007",UNKNOWN,Studio Deen,2732.0,6899,4,3466.0,7213,37.152016214153164,2006,Dec,Winter
Digimon: The Movie,7.59,"Action, Fantasy, Sci-Fi",Movie,"Mar 6, 1999",UNKNOWN,Toei Animation,1397.0,1816,369,71104.0,110354,65.46097801495551,1999,Mar,Spring
Digimon Movie 02 - Digimon Hurricane Touchdown! Supreme Evolution! The Golden Digimentals.,7.1,"Adventure, Fantasy, Sci-Fi",Movie,"Jul 8, 2000",Bandai Visual,Toei Animation,3536.0,3067,41,26075.0,45069,55.58095909242477,2000,Jul,Summer
UNKNOWN,7.65,"Comedy, Slice of Life",TV,"Oct 8, 2007 to Dec 31, 2007","Starchild Records, Magic Capsule, Eye Move, Sunny Side Up",Daume,1258.0,1301,1063,69880.0,169021,65.37334203503623,2007,Oct,Fall
Blue Drop,6.68,"Drama, Girls Love, Sci-Fi",TV,"Oct 3, 2007 to Dec 26, 2007","Pony Canyon, Memory-Tech, Showgate, King Records","BeSTACK, Asahi Production",5430.0,3805,106,12002.0,30098,47.85282898324543,2007,Oct,Fall
Fantastic Detective Labyrinth,6.67,"Mystery, Sci-Fi",TV,"Oct 3, 2007 to Mar 26, 2008",Sotsu,Studio Deen,5472.0,6074,15,2466.0,9881,33.22602452788468,2007,Oct,Fall
Spice and Wolf,8.22,"Adventure, Fantasy, Romance",TV,"Jan 9, 2008 to Mar 26, 2008","Victor Entertainment, Pony Canyon, Movic, Kadokawa Pictures Japan",Imagin,327.0,220,17540,379926.0,785832,81.67283622609143,2008,Jan,Winter
UNKNOWN,4.95,"Comedy, Mystery, Supernatural, Ecchi",ONA,"Aug 25, 2007 to Nov 10, 2007",Starchild Records,Zexcs,12029.0,7746,3,1772.0,5421,27.420576406356098,2007,Aug,Fall
Appleseed: Ex Machina,7.32,"Action, Sci-Fi",Movie,"Oct 20, 2007",Sega,Digital Frontier,2407.0,3339,107,22251.0,38698,54.3982584461885,2007,Oct,Fall
UNKNOWN,6.66,"Adventure, Fantasy",TV,"Oct 3, 2007 to Dec 26, 2007",TYO,Hal Film Maker,5539.0,3477,53,14880.0,36105,49.81003008210814,2007,Oct,Fall
UNKNOWN,7.41,"Adventure, Comedy, Fantasy",OVA,"Oct 26, 2007 to Mar 28, 2008",UNKNOWN,Studio Deen,2040.0,4259,44,10375.0,23537,47.46533669134258,2007,Oct,Fall
Crystal Triangle,4.5,"Adventure, Mystery",OVA,"Jul 22, 1987","Movic, Sony Music Entertainment, Project Team Eikyuu Kikan",animate Film,12466.0,10020,6,920.0,2465,20.488465272532622,1987,Jul,Summer
Fire Tripper,6.41,"Fantasy, Sci-Fi",OVA,"Dec 16, 1985",UNKNOWN,Pierrot,6819.0,7859,6,2456.0,5259,32.821355925112165,1985,Dec,Winter
The Humanoid,4.76,"Drama, Sci-Fi",OVA,"Mar 5, 1986",Toshiba EMI,Kaname Productions,12256.0,9833,1,1094.0,2622,22.606340125621045,1986,Mar,Spring
New Getter Robo,7.36,"Action, Adventure, Horror, Sci-Fi",OVA,"Apr 9, 2004 to Sep 10, 2004","Bee Media, Dynamic Planning",Brain's Base,2234.0,5991,98,4105.0,10218,38.840808143957034,2004,Apr,Spring
Fantascience World Gulliver Boy,6.92,"Action, Adventure, Fantasy",TV,"Jan 8, 1995 to Dec 24, 1995",UNKNOWN,Toei Animation,4319.0,11258,3,411.0,1616,17.022451294984954,1995,Jan,Winter
Midori,4.75,"Drama, Horror",Movie,"May 2, 1992",Imagica,Mippei Eigeki Kiryuukan,12263.0,2624,353,31488.0,60808,53.61105571710756,1992,May,Summer
UNKNOWN,5.14,"Adventure, Drama, Fantasy, Horror, Mystery, Supernatural",OVA,"Mar 25, 1987","Movic, Tokuma Shoten, Tokuma Japan",animate Film,11699.0,6521,13,3984.0,8274,35.249403479771324,1987,Mar,Spring
Neuro: Supernatural Detective,7.59,"Comedy, Mystery, Supernatural",TV,"Oct 3, 2007 to Mar 26, 2008","VAP, Shueisha",Madhouse,1403.0,2502,574,27335.0,66095,56.63302248592642,2007,Oct,Fall
Bamboo Blade,7.31,"Comedy, Sports",TV,"Oct 2, 2007 to Apr 1, 2008","AIC, Square Enix, d-rights, Studio Tulip, KlockWorx, flying DOG",AIC ASTA,2466.0,2119,283,40321.0,87185,59.87540105706545,2007,Oct,Fall
