English name,Score,Genres,Type,Producers,Studios,Rank,Popularity,Favorites,Scored By,Members,Weighted_Score
Outburst Dreamer Boys,6.76,Comedy,TV,"Lantis, Bandai Namco Live Creative, Ai Addiction, Kadokawa Media House, NTT Plala, Kadokawa, Bandai Namco Arts",Studio Deen,5048.0,3043,163,16317.0,45775,50.79897274392525
Armor Shop for Ladies & Gentlemen,5.6,"Comedy, Fantasy, Ecchi",ONA,"Typhoon Graphics, S-TAR7, COMICSMART",IMAGICA Lab.,10466.0,3284,40,13859.0,40041,47.55280438242644
My Hero Academia Season 4,7.91,Action,TV,"Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Bones,707.0,54,8217,1020099.0,1632615,90.43858008845257
The Fate of Arad,5.94,"Action, Adventure, Fantasy",ONA,"Tohokushinsha Film Corporation, Tencent Animation & Comics, Tencent Games","Success Corp., Dangun Pictures",9096.0,10548,5,269.0,2080,11.700460758045836
Re:ZERO -Starting Life in Another World- The Frozen Bond,7.6,"Drama, Fantasy, Suspense",Movie,"TV Tokyo, AT-X, Memory-Tech, Hakuhodo DY Music & Pictures, Kadokawa",White Fox,1383.0,923,535,123363.0,242917,70.56123955973469
Shikizakura,5.82,"Action, Drama, Sci-Fi",TV,Chukyo TV Broadcasting,Sublimation,9618.0,4955,50,3116.0,16500,34.127568023794424
The Founder of Diabolism Season 2,8.41,"Action, Adventure, Drama, Fantasy, Mystery",ONA,Tencent Penguin Pictures,B.CMAY PICTURES,167.0,1958,1165,45053.0,98261,62.194602576973814
The Relative Worlds,6.35,"Drama, Romance",Movie,Shochiku Media Division,Craftar Studios,7124.0,4190,54,6460.0,24402,41.66481635202868
The Sprites of Floria,5.1,"Action, Adventure, Drama, Fantasy",ONA,XFLAG,"Yokohama Animation Lab, Arvo Animation",11777.0,11488,0,536.0,1484,16.65657866604591
Isekai Quartet,7.39,"Comedy, Fantasy",TV,Kadokawa,Studio PuYUKAI,2133.0,580,1007,208214.0,371676,75.13615566086808
Laid-Back Camp Season 2,8.53,Slice of Life,TV,"Half H.P Studio, MAGES., DeNA",C-Station,112.0,1088,2909,85887.0,206367,68.28347575328242
Laid-Back Camp: The Movie,8.46,Slice of Life,Movie,DeNA,C-Station,141.0,2500,352,16960.0,66134,53.22741605918861
Room Camp,7.32,Slice of Life,TV,"Sotsu, AT-X, KlockWorx, Houbunsha, MAGES., BS11, DeNA, FuRyu",C-Station,2423.0,2033,127,41468.0,92437,60.14704922092245
A Certain Scientific Accelerator,7.21,"Action, Fantasy, Sci-Fi",TV,"Square Enix, Movic, AT-X, Warner Bros. Japan, NBCUniversal Entertainment Japan, Kadokawa",J.C.Staff,2974.0,1003,888,93141.0,224403,67.47971831858663
A Certain Scientific Railgun T,8.17,"Action, Fantasy, Sci-Fi",TV,"Square Enix, Movic, AT-X, Warner Bros. Japan, NBCUniversal Entertainment Japan, Kadokawa",J.C.Staff,378.0,1028,3220,87124.0,219430,68.01733206964464
ORESUKI Are you the only one who loves me?,7.32,"Comedy, Romance",TV,"Aniplex, Movic, Barnum Studio, Tokyo MX, Q-Tec, Docomo Anime Store, BS11, Straight Edge, Kadokawa",Connect,2437.0,479,2204,232554.0,435521,76.06919923181536
The Westward,6.54,"Action, Adventure, Fantasy",ONA,Tencent Penguin Pictures,BYMENT,6168.0,10584,9,572.0,2060,19.552553864662663
Attack on Titan Season 3 Part 2,9.05,"Action, Drama",TV,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise",Wit Studio,6.0,24,55245,1471825.0,2104016,95.06729777772765
Full-Time Magister 3rd Season,7.36,"Action, Fantasy",ONA,"Tencent Penguin Pictures, China Literature Limited",Foch Films,2227.0,2842,99,25622.0,52316,55.751238287558664
Chidori RSC,6.18,"Comedy, Sports",TV,"Hakuhodo DY Music & Pictures, Bandai Namco Arts",Studio 3Hz,7986.0,3427,37,10974.0,37149,46.30750563908429
Doraemon the Movie 2019: Chronicle of the Moon Exploration,7.26,"Adventure, Fantasy, Sci-Fi",Movie,"TV Asahi, Shogakukan-Shueisha Productions, Asatsu DK, Toho, Fujiko F. Fujio Pro, Shogakukan",Shin-Ei Animation,2715.0,8670,9,1980.0,3974,31.981839895046406
Fox Spirit Matchmaker 7th Season,7.31,"Comedy, Drama, Romance, Supernatural",ONA,"Tencent Animation & Comics, Tencent Penguin Pictures","Haoliners Animation League, Garden Culture",2482.0,8003,16,1172.0,5020,27.20320720166889
The Price of Smiles,6.03,"Action, Drama, Fantasy, Sci-Fi",TV,"VAP, WOWOW, Yomiuri Telecasting, MediaNet, Asmik Ace, Nippon Television Network, Tokyo MX, Dynamo Pictures, Rakuten, Happinet",Tatsunoko Production,8687.0,3444,43,13116.0,36890,47.72713553446838
My Next Life as a Villainess: All Routes Lead to Doom!,7.47,"Comedy, Fantasy, Romance",TV,"Mainichi Broadcasting System, Asmik Ace, King Records, Ichijinsha, Nichion",SILVER LINK.,1817.0,508,2819,226951.0,420513,76.03130398978264
Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,5.55,"Adventure, Comedy, Fantasy, Ecchi",TV,"Aniplex, Toranoana, Tokyo MX, Q-Tec, BS11, Contents Seed, Kadokawa, KLab",J.C.Staff,10627.0,826,461,119584.0,271866,67.37106093577238
Ride Your Wave,7.61,"Drama, Romance, Supernatural",Movie,Lawson Entertainment,Science SARU,1367.0,1089,1247,83223.0,206225,66.9386081811624
"Million Arthur: Farwell, Beloved Dancho",6.38,"Action, Adventure, Fantasy",Special,"Square Enix, Sotsu, Genco, Lantis, Magic Capsule, Fields, bilibili, Bandai Namco Arts, Happinet",J.C.Staff,6982.0,8361,1,1011.0,4459,24.58236886812758
Magical Sempai,6.41,"Comedy, Ecchi",TV,"Nihon Ad Systems, Kodansha, KlockWorx, flying DOG, Avex Pictures, Q-Tec, Docomo Anime Store, GYAO!, BS NTV, Marui Group",LIDENFILMS,6798.0,842,456,123652.0,265320,69.0103114726428
Wasteful Days of High School Girls,7.71,Comedy,TV,"AT-X, Kadokawa Media House, Kadokawa",Passione,1115.0,1766,662,45384.0,114441,61.459691020001
Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,6.8,Comedy,Movie,"TV Asahi, Asatsu DK",Shin-Ei Animation,4836.0,10534,4,734.0,2093,22.21476208929972
Hakyu Hoshin Engi: The Blood of the Koh Family,5.59,"Adventure, Fantasy, Supernatural",Special,"NBCUniversal Entertainment Japan, i0+",C-Station,10503.0,11701,0,405.0,1376,14.916493782272182
Darwin's Game,7.23,"Action, Mystery, Sci-Fi",TV,"Aniplex, AT-X, Tokyo MX, Akita Shoten, BS11, Kanetsu Investment, CA-Cygames Anime Fund, Hochi Shimbun, ADK",Nexus,2865.0,387,2455,284587.0,525368,77.8195590767737
Cautious Hero: The Hero Is Overpowered but Overly Cautious,7.49,"Action, Adventure, Comedy, Fantasy",TV,"AT-X, Kadokawa Media House, Kadokawa, Legs",White Fox,1760.0,341,2101,338603.0,582492,79.7506740336794
Cagaster of an Insect Cage,6.46,"Action, Drama, Sci-Fi",ONA,Netflix,Studio Kai,6557.0,3449,72,15927.0,36777,50.1563914632452
FINAL FANTASY XV: EPISODE ARDYN – PROLOGUE,6.57,Action,ONA,Square Enix,Satelight,5964.0,5943,8,4365.0,10437,38.359394873730196
Fire Force,7.71,"Action, Supernatural",TV,"Mainichi Broadcasting System, Kodansha, bilibili, DMM pictures, DMM Music",David Production,1110.0,98,8931,675181.0,1251581,86.39123764121413
Katana Maidens: Mini Toji,6.12,"Action, Comedy, Fantasy",TV,"Square Enix, Genco, Mainichi Broadcasting System, AT-X, Studio Gokumi, Glovision, Crunchyroll, Kadokawa, My Theater D.D.",Project No.9,8279.0,7341,5,2405.0,6192,32.20008594834025
How to Steal 55 Kisses 4th Season,6.11,"Drama, Romance",ONA,"Tencent Penguin Pictures, China Literature Limited",Wawayu Animation,8316.0,8686,16,684.0,3961,20.57555938833807
Fruits Basket 1st Season,8.22,"Drama, Romance, Supernatural",TV,"TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music, 8PAN",TMS Entertainment,318.0,229,15081,366401.0,772961,81.33810196016114
Dr. Stone,8.29,"Adventure, Comedy, Sci-Fi",TV,"TOHO animation, Shueisha, 8PAN",TMS Entertainment,255.0,55,27001,986159.0,1630125,90.55941225246207
RobiHachi,6.53,"Adventure, Comedy, Sci-Fi",TV,"Sotsu, Pony Canyon, Cygames",Studio Comet,6217.0,3629,86,10748.0,32790,46.624056235227954
Fight League: Gear Gadget Generators,6.01,"Action, Sci-Fi",ONA,Magic Capsule,"Sunrise, Bandai Namco Pictures, XFLAG",8802.0,8568,17,1097.0,4131,24.784536072858455
Ace of Diamond Act II,8.26,Sports,TV,"TV Tokyo, Sotsu, Pony Canyon, Kodansha, AT-X, DAX Production",Madhouse,282.0,2142,941,42052.0,84897,61.39185186520857
7 Seeds,6.56,"Adventure, Drama, Mystery, Romance, Sci-Fi",ONA,"Nihon Ad Systems, BS Fuji",Gonzo,6013.0,1623,368,62740.0,128053,62.95856157269493
White Cat Legend,6.8,"Action, Comedy, Mystery",ONA,bilibili,Nice Boat Animation,4839.0,7840,24,1085.0,5294,25.823259045642803
O Maidens in Your Savage Season,7.34,"Comedy, Drama, Romance",TV,"Mainichi Broadcasting System, Kodansha, DMM pictures",Lay-duce,2312.0,683,1521,145454.0,321086,71.76098118383611
The Helpful Fox Senko-san,7.33,"Slice of Life, Supernatural",TV,"Docomo Anime Store, Kadokawa",Doga Kobo,2377.0,648,2156,168297.0,336681,73.09543438041455
Black Clover: The All Magic Knights Thanksgiving Festa,6.38,"Comedy, Fantasy",Special,"TV Tokyo, Avex Pictures, Shueisha",Pierrot,6969.0,3685,34,15925.0,31971,50.04015944582807
Ao-chan Can't Study!,6.72,"Comedy, Romance, Ecchi",TV,"Mainichi Broadcasting System, Kodansha, DMM pictures",SILVER LINK.,5232.0,852,575,129319.0,262515,69.86025570172916
Ikebukuro PR Anime,5.93,Fantasy,ONA,animate,Shaft,9150.0,11057,1,602.0,1740,19.12054703826351
